HR,precision,recall,MRR,MAP
0.48642113095238093,0.48642113095238093,0.4596788194444445,0.48642113095238093,0.48642113095238093
0.5959821428571429,0.30943080357142855,0.5660962301587301,0.5412016369047619,0.5235305059523809
0.6581101190476191,0.23542906746031744,0.6334201388888888,0.5619109623015872,0.5456814236111112
0.6964285714285714,0.19075520833333334,0.6761532738095238,0.5714905753968254,0.5571767009755291
0.7194940476190477,0.1591889880952381,0.7023964533730158,0.5761036706349206,0.5632290633267196
