HR,precision,recall,MRR,MAP
0.45535714285714285,0.45535714285714285,0.43036644345238095,0.45535714285714285,0.45535714285714285
0.5677083333333334,0.29324776785714285,0.5367063492063492,0.5115327380952381,0.4929780505952381
0.6339285714285714,0.22464037698412695,0.6063275049603175,0.5336061507936508,0.5152478091931216
0.6778273809523809,0.18452380952380953,0.6554563492063492,0.5445808531746033,0.5286600425760581
0.7124255952380952,0.15699404761904762,0.6937593005952382,0.551500496031746,0.5374619708994709
