HR,precision,recall,MRR,MAP
0.6121651785714286,0.6121651785714286,0.574618675595238,0.6121651785714286,0.6121651785714286
0.7591145833333334,0.39741443452380953,0.7253379216269842,0.6856398809523809,0.6648065476190477
0.8346354166666666,0.3015252976190476,0.8101934523809524,0.710813492063492,0.6931268601190477
0.88671875,0.24493117559523808,0.8698567708333333,0.7238343253968254,0.7093408978174602
0.9263392857142857,0.20706845238095234,0.9149119543650793,0.7317584325396825,0.7198922681051586
