HR,precision,recall,MRR,MAP
0.4575892857142857,0.4575892857142857,0.43089347718253973,0.4575892857142857,0.4575892857142857
0.5749627976190477,0.29780505952380953,0.5436507936507937,0.5162760416666666,0.49744233630952384
0.6430431547619048,0.22916666666666666,0.6166728670634921,0.5389694940476191,0.5210348462301587
0.6802455357142857,0.18559337797619047,0.6589750744047619,0.5482700892857143,0.5323428199404762
0.7094494047619048,0.15639880952380952,0.6908792162698413,0.554110863095238,0.5396346416170635
